Opportunity No.,Reporting Status,Product,Industry,Region,Segment,Relative Strength in the segment,Profit of customer - $Mn,Sales Value - $Mn,Profit %,Joint Bid - WSES Portion
Training2395,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 0.987 , 6.7 , 62 ,56
Training2396,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.861 , 12.3 , 45 ,47
Training2397,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.704 , 8.5 , 62 ,60
Training2398,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.338 , 7.7 , 40 ,66
Training2399,Won,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, (0.098), 6.7 , 63 ,52
Training2400,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.894 , 5.6 , 52 ,40
Training2401,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.651 , 6.3 , 57 ,67
Training2402,Lost,Procsys,Security,India,"Procsys,Security,India",44, 0.713 , 7.3 , 67 ,57
Training2403,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.423 , 10.3 , 71 ,50
Training2404,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.626 , 4.9 , 48 ,60
Training2405,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.143 , 8.4 , 54 ,60
Training2406,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, (0.119), 9.0 , 30 ,65
Training2407,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38, 1.049 , 6.4 , 44 ,53
Training2408,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.712 , 8.6 , 58 ,72
Training2409,Lost,GTMSys,Other Govt.,Other Europe,"GTMSys,Other Govt.,Other Europe",72, 1.335 , 7.3 , 66 ,68
Training2410,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.122 , 9.5 , 49 ,43
Training2411,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.534 , 8.8 , 32 ,62
Training2412,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66, 1.664 , 8.4 , 53 ,69
Training2413,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.740 , 6.9 , 48 ,61
Training2414,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.602 , 9.4 , 44 ,67
Training2415,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 1.418 , 6.9 , 45 ,50
Training2416,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34, 0.447 , 7.9 , 64 ,58
Training2417,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.084 , 7.1 , 50 ,42
Training2418,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.310 , 7.3 , 29 ,64
Training2419,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.037 , 7.2 , 52 ,56
Training2420,Won,Procsys,Security,Americas,"Procsys,Security,Americas",68, 0.467 , 7.7 , 52 ,55
Training2421,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 0.868 , 10.7 , 53 ,70
Training2422,Lost,Procsys,Capital Markets,UK,"Procsys,Capital Markets,UK",71, 1.182 , 10.3 , 47 ,50
Training2423,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 1.121 , 6.7 , 59 ,51
Training2424,Lost,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 1.044 , 8.5 , 75 ,54
Training2425,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.438 , 8.7 , 43 ,43
Training2426,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 1.451 , 10.7 , 36 ,67
Training2427,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.820 , 8.0 , 50 ,40
Training2428,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.361 , 6.3 , 52 ,76
Training2429,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.256 , 6.3 , 41 ,71
Training2430,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.119 , 5.6 , 43 ,57
Training2431,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.475 , 7.5 , 57 ,51
Training2432,Lost,GTMSys,Health,UK,"GTMSys,Health,UK",67, 1.210 , 6.1 , 55 ,62
Training2433,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.563 , 8.6 , 54 ,50
Training2434,Lost,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 1.585 , 7.8 , 62 ,56
Training2435,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.169 , 7.8 , 53 ,51
Training2436,Lost,Procsys,Security,India,"Procsys,Security,India",44, 2.112 , 12.1 , 42 ,71
Training2437,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.968 , 9.3 , 43 ,44
Training2438,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 1.928 , 7.1 , 43 ,100
Training2439,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.376 , 6.4 , 49 ,25
Training2440,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.533 , 3.9 , 46 ,65
Training2441,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.821 , 7.6 , 49 ,52
Training2442,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 1.260 , 8.8 , 54 ,72
Training2443,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38, 0.524 , 9.0 , 41 ,61
Training2444,Won,GTMSys,Security,UK,"GTMSys,Security,UK",32, 0.866 , 6.9 , 49 ,69
Training2445,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.729 , 7.7 , 40 ,51
Training2446,Won,GTMSys,Health,UK,"GTMSys,Health,UK",67, 0.986 , 11.0 , 42 ,79
Training2447,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.825 , 8.9 , 45 ,76
Training2448,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.917 , 7.2 , 46 ,61
Training2449,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.643 , 6.4 , 51 ,45
Training2450,Won,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 0.371 , 6.1 , 54 ,66
Training2451,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.277 , 10.2 , 49 ,46
Training2452,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.828 , 7.5 , 55 ,46
Training2453,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.404 , 10.4 , 39 ,61
Training2454,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.376 , 7.6 , 42 ,49
Training2455,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.095 , 10.1 , 41 ,55
Training2456,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.259 , 6.9 , 64 ,40
Training2457,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.522 , 13.5 , 21 ,63
Training2458,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.942 , 6.4 , 47 ,65
Training2459,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 1.159 , 6.1 , 44 ,54
Training2460,Won,Finsys,Insurance,UK,"Finsys,Insurance,UK",31, 0.685 , 8.5 , 49 ,51
Training2461,Won,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33, 1.426 , 3.4 , 43 ,42
Training2462,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.081 , 11.3 , 30 ,65
Training2463,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34, 0.602 , 9.8 , 44 ,36
Training2464,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.683 , 6.3 , 53 ,49
Training2465,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.368 , 10.2 , 54 ,59
Training2466,Won,GTMSys,Other Govt.,UK,"GTMSys,Other Govt.,UK",19, 0.854 , 9.9 , 68 ,57
Training2467,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.851 , 11.2 , 61 ,73
Training2468,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.317 , 9.3 , 42 ,53
Training2469,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.093 , 10.9 , 47 ,72
Training2470,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.604 , 7.3 , 39 ,54
Training2471,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.958 , 6.9 , 42 ,57
Training2472,Won,Procsys,White goods,Japan,"Procsys,White goods,Japan",21, 0.730 , 10.2 , 33 ,68
Training2473,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.505 , 6.9 , 51 ,73
Training2474,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.767 , 8.1 , 32 ,73
Training2475,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.427 , 9.4 , 55 ,43
Training2476,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.867 , 7.3 , 59 ,74
Training2477,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 1.059 , 9.6 , 39 ,66
Training2478,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.835 , 5.5 , 42 ,54
Training2479,Lost,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 1.810 , 6.3 , 44 ,44
Training2480,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.456 , 8.5 , 58 ,56
Training2481,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.140 , 6.1 , 54 ,55
Training2482,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.950 , 9.6 , 64 ,66
Training2483,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 1.651 , 6.7 , 53 ,66
Training2484,Lost,GTMSys,Others,Africa,"GTMSys,Others,Africa",39, 1.746 , 10.0 , 45 ,61
Training2485,Won,GTMSys,Clinical research,UK,"GTMSys,Clinical research,UK",23, 1.191 , 10.1 , 54 ,100
Training2486,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.945 , 8.0 , 57 ,49
Training2487,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.460 , 6.9 , 52 ,51
Training2488,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.105 , 9.5 , 61 ,75
Training2489,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.412 , 7.8 , 44 ,47
Training2490,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 2.112 , 9.4 , 71 ,63
Training2491,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34, 0.004 , 8.2 , 48 ,68
Training2492,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.508 , 8.2 , 45 ,42
Training2493,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 0.296 , 5.5 , 48 ,68
Training2494,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.640 , 8.4 , 50 ,70
Training2495,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.582 , 5.1 , 54 ,44
Training2496,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.679 , 9.7 , 51 ,58
Training2497,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.524 , 7.5 , 49 ,72
Training2498,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.027 , 5.8 , 55 ,56
Training2499,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.158 , 6.9 , 44 ,50
Training2500,Lost,Procsys,Security,India,"Procsys,Security,India",44, 1.395 , 8.1 , 54 ,57
Training2501,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 1.121 , 7.4 , 58 ,46
Training2502,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.849 , 7.6 , 46 ,58
Training2503,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.534 , 4.0 , 53 ,69
Training2504,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.760 , 8.8 , 54 ,74
Training2505,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 1.010 , 5.2 , 68 ,39
Training2506,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.642 , 10.2 , 34 ,61
Training2507,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 2.306 , 10.8 , 44 ,45
Training2508,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.968 , 7.9 , 71 ,68
Training2509,Lost,Procsys,Capital Markets,UK,"Procsys,Capital Markets,UK",71, 1.267 , 8.1 , 42 ,62
Training2510,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.980 , 5.8 , 59 ,72
Training2511,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.702 , 9.8 , 58 ,47
Training2512,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.711 , 6.4 , 45 ,69
Training2513,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 1.476 , 4.1 , 44 ,66
Training2514,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.335 , 6.2 , 50 ,59
Training2515,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.181 , 8.6 , 45 ,68
Training2516,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.870 , 10.9 , 38 ,63
Training2517,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.578 , 9.2 , 61 ,52
Training2518,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 1.238 , 8.4 , 54 ,55
Training2519,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.077 , 8.6 , 59 ,69
Training2520,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.779 , 10.4 , 41 ,100
Training2521,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.213 , 9.0 , 53 ,57
Training2522,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66, 1.062 , 10.3 , 43 ,53
Training2523,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.114 , 5.8 , 48 ,78
Training2524,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 1.304 , 8.0 , 47 ,50
Training2525,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.928 , 8.8 , 39 ,50
Training2526,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 1.075 , 8.0 , 49 ,73
Training2527,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 0.722 , 6.0 , 47 ,58
Training2528,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.293 , 10.6 , 62 ,59
Training2529,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.837 , 7.1 , 39 ,48
Training2530,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.956 , 9.1 , 61 ,67
Training2531,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 0.927 , 11.1 , 40 ,47
Training2532,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.931 , 9.3 , 37 ,62
Training2533,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 0.819 , 9.1 , 45 ,60
Training2534,Lost,Procsys,Insurance,UK,"Procsys,Insurance,UK",75, 1.114 , 11.1 , 35 ,68
Training2535,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.721 , 8.3 , 40 ,41
Training2536,Lost,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 1.581 , 9.0 , 56 ,27
Training2537,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, (0.268), 7.4 , 43 ,61
Training2538,Lost,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33, 1.363 , 9.9 , 57 ,68
Training2539,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.841 , 7.7 , 52 ,56
Training2540,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.485 , 8.7 , 52 ,66
Training2541,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.519 , 8.3 , 66 ,60
Training2542,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.900 , 4.6 , 56 ,48
Training2543,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 1.563 , 5.2 , 45 ,65
Training2544,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 1.184 , 9.0 , 64 ,100
Training2545,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.490 , 7.9 , 51 ,66
Training2546,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.768 , 8.6 , 47 ,67
Training2547,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.534 , 10.4 , 40 ,60
Training2548,Lost,Procsys,Clinical research,UK,"Procsys,Clinical research,UK",70, 0.746 , 5.8 , 44 ,53
Training2549,Lost,GTMSys,Health,UK,"GTMSys,Health,UK",67, 0.462 , 8.4 , 50 ,43
Training2550,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.063 , 8.1 , 39 ,71
Training2551,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 1.881 , 8.4 , 51 ,62
Training2552,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.311 , 9.3 , 45 ,55
Training2553,Won,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, (0.127), 7.5 , 62 ,45
Training2554,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 1.175 , 7.7 , 45 ,58
Training2555,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.578 , 8.5 , 73 ,64
Training2556,Won,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33, (0.097), 3.7 , 28 ,59
Training2557,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.696 , 7.7 , 49 ,56
Training2558,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 1.522 , 7.2 , 66 ,77
Training2559,Lost,GTMSys,Others,Americas,"GTMSys,Others,Americas",38, 0.987 , 5.5 , 54 ,40
Training2560,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.892 , 7.2 , 32 ,35
Training2561,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 1.076 , 11.1 , 44 ,44
Training2562,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.270 , 9.5 , 41 ,76
Training2563,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 1.299 , 7.0 , 52 ,59
Training2564,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 1.162 , 10.3 , 52 ,71
Training2565,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.494 , 7.9 , 41 ,47
Training2566,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.225 , 11.0 , 31 ,60
Training2567,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.501 , 7.9 , 65 ,62
Training2568,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.909 , 7.7 , 52 ,55
Training2569,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 0.222 , 8.5 , 51 ,72
Training2570,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.192 , 10.1 , 61 ,54
Training2571,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34, 0.487 , 9.2 , 65 ,59
Training2572,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 1.027 , 7.3 , 29 ,57
Training2573,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.922 , 6.8 , 39 ,72
Training2574,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 1.044 , 8.1 , 55 ,75
Training2575,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.393 , 10.0 , 44 ,62
Training2576,Won,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 1.035 , 5.9 , 37 ,57
Training2577,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.743 , 8.6 , 50 ,54
Training2578,Lost,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 1.386 , 7.6 , 49 ,43
Training2579,Lost,Procsys,Capital Markets,UK,"Procsys,Capital Markets,UK",71, 1.651 , 9.0 , 47 ,59
Training2580,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.544 , 7.5 , 48 ,71
Training2581,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.514 , 7.6 , 54 ,64
Training2582,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.110 , 9.8 , 59 ,68
Training2583,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.324 , 11.2 , 39 ,66
Training2584,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.402 , 7.1 , 46 ,63
Training2585,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.659 , 7.5 , 53 ,62
Training2586,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 0.570 , 6.8 , 38 ,100
Training2587,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 2.112 , 5.3 , 62 ,50
Training2588,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.471 , 12.0 , 44 ,63
Training2589,Won,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33, 0.767 , 8.7 , 37 ,54
Training2590,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.752 , 9.1 , 60 ,65
Training2591,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.703 , 9.6 , 46 ,60
Training2592,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.439 , 6.5 , 53 ,56
Training2593,Won,GTMSys,Defense,Africa,"GTMSys,Defense,Africa",25, 0.988 , 7.3 , 58 ,66
Training2594,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 1.550 , 5.8 , 49 ,69
Training2595,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 1.561 , 11.5 , 51 ,65
Training2596,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.046 , 6.7 , 43 ,57
Training2597,Won,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 0.421 , 11.3 , 55 ,49
Training2598,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.475 , 11.0 , 42 ,56
Training2599,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 0.981 , 2.9 , 35 ,30
Training2600,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.870 , 7.6 , 38 ,75
Training2601,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 1.575 , 8.7 , 46 ,57
Training2602,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 1.114 , 5.7 , 54 ,54
Training2603,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.965 , 6.1 , 50 ,64
Training2604,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 0.326 , 7.1 , 31 ,50
Training2605,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 0.854 , 10.3 , 52 ,53
Training2606,Lost,Procsys,Insurance,UK,"Procsys,Insurance,UK",75, 1.249 , 9.0 , 46 ,50
Training2607,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.450 , 8.0 , 61 ,29
Training2608,Lost,GTMSys,Others,Americas,"GTMSys,Others,Americas",38, 1.200 , 8.1 , 66 ,73
Training2609,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.379 , 7.4 , 50 ,68
Training2610,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.908 , 7.3 , 68 ,70
Training2611,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 0.342 , 11.3 , 50 ,59
Training2612,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34, 0.580 , 11.0 , 40 ,65
Training2613,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 1.309 , 9.4 , 61 ,55
Training2614,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.904 , 8.1 , 45 ,71
Training2615,Lost,Procsys,Mobility,Canada,"Procsys,Mobility,Canada",29, 1.888 , 5.5 , 46 ,50
Training2616,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.816 , 6.4 , 61 ,43
Training2617,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.031 , 7.3 , 44 ,66
Training2618,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.941 , 8.6 , 57 ,61
Training2619,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.155 , 9.2 , 48 ,66
Training2620,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.501 , 6.2 , 46 ,49
Training2621,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.720 , 7.6 , 43 ,60
Training2622,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.634 , 8.3 , 49 ,53
Training2623,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.528 , 7.8 , 38 ,45
Training2624,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 1.480 , 6.5 , 43 ,51
Training2625,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.834 , 10.4 , 56 ,70
Training2626,Lost,Procsys,Security,India,"Procsys,Security,India",44, 1.010 , 7.7 , 54 ,60
Training2627,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.747 , 6.5 , 56 ,61
Training2628,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.635 , 8.6 , 41 ,79
